;Unnamed: 0;CLIENTNUM;Total_Trans_Amt;Total_Amt_Chng_Q4_Q1;Total_Ct_Chng_Q4_Q1;Total_Trans_Ct;Total_Revolving_Bal;Attrition_Flag
5572;5572;708324483;4420;0.664;0.775;71;0;0
5573;5573;768612258;4171;0.848;0.814;78;1623;0
5574;5574;719659758;4194;1.041;0.756;72;1670;0
5575;5575;711313158;4962;0.861;0.51;74;0;0
5576;5576;716483358;5481;0.646;0.7;68;1329;0
5577;5577;719829633;5026;0.909;0.837;79;1733;0
5578;5578;812465958;4960;0.726;0.729;83;997;0
5579;5579;786536808;3928;0.53;0.64;82;0;0
5580;5580;807369708;4009;0.711;0.947;74;0;0
5581;5581;711397533;3410;0.962;0.59;62;2410;0
5582;5582;711740508;4615;0.735;0.708;82;1575;0
5583;5583;715233108;4121;0.772;0.694;83;862;0
5584;5584;813807258;4670;0.707;0.864;82;0;0
5585;5585;769183908;4321;0.593;0.812;58;683;0
5586;5586;718451133;3899;0.784;1.061;68;1413;0
5587;5587;721115733;3698;0.786;1.026;79;894;0
5588;5588;720085233;2167;0.661;0.357;38;2517;1
5589;5589;717036408;4560;0.945;0.588;81;1626;0
5590;5590;714427608;4888;0.576;0.814;78;681;0
5591;5591;780019908;4657;0.673;0.907;82;644;0
5592;5592;827898033;2465;0.621;1.077;54;0;1
5593;5593;720302883;4585;0.877;0.95;78;2180;0
5594;5594;715893633;4755;0.974;0.761;81;1084;0
5595;5595;720730683;4997;0.837;0.615;84;730;0
5596;5596;720638283;4568;0.644;0.93;83;1731;0
5597;5597;789053883;3692;0.708;0.647;84;2231;0
5598;5598;719286708;4498;0.668;0.81;76;1340;0
5599;5599;713952558;2128;0.595;0.429;40;1474;1
5600;5600;793395933;4208;0.65;0.568;69;1740;0
5601;5601;813895458;4617;0.676;0.78;89;0;0
5602;5602;771733608;2276;0.809;0.538;40;0;1
5603;5603;710102208;4464;0.81;0.596;75;0;0
5604;5604;719511783;4916;0.917;0.696;78;1197;0
5605;5605;712849158;2186;0.594;0.467;44;2488;1
5606;5606;783070833;4408;0.77;0.792;86;1899;0
5607;5607;713419908;4537;0.635;0.636;72;0;0
5608;5608;789345408;4983;0.894;1.12;53;722;0
5609;5609;720992883;4805;0.77;0.949;76;1863;0
5610;5610;803652633;5124;0.838;0.522;70;1575;0
5611;5611;789248958;5259;0.841;0.78;89;2517;0
5612;5612;716178483;4334;0.569;0.578;71;0;0
5613;5613;715440558;3940;0.561;0.805;74;1888;0
5614;5614;711535158;1955;0.636;0.448;42;461;1
5615;5615;713647083;3696;0.562;0.778;80;1761;0
5616;5616;718311933;2587;0.666;0.536;43;2517;1
5617;5617;718404783;2384;0.871;0.375;33;0;1
5618;5618;817332483;2445;0.875;0.593;43;0;1
5619;5619;710015733;3142;1.001;0.85;37;621;1
5620;5620;794965233;1927;0.411;0.63;44;781;1
5621;5621;710512833;5178;0.615;0.756;79;1338;0
5622;5622;710803008;4372;0.675;0.659;68;2041;0
5623;5623;712987608;4263;0.866;0.909;84;1153;0
5624;5624;716974383;1911;0.629;0.75;35;1979;0
5625;5625;720930633;2341;0.868;0.37;37;0;1
5626;5626;710136258;2833;0.983;0.654;43;0;1
5627;5627;779438208;4606;0.85;0.875;75;1175;0
5628;5628;721017333;4606;0.825;0.804;83;2002;0
5629;5629;720952608;4396;0.788;0.659;68;1505;0
5630;5630;712886733;4268;0.966;0.673;87;1338;0
5631;5631;810545733;4228;0.631;0.658;63;1480;0
5632;5632;822132858;2205;0.564;0.654;43;0;1
5633;5633;713526258;2020;0.517;0.375;33;0;1
5634;5634;712877733;4407;0.783;0.647;84;1402;0
5635;5635;713339283;4135;1.042;0.972;71;798;0
5636;5636;720473433;4955;0.755;0.733;78;2486;0
5637;5637;780584658;2077;0.349;0.694;61;1293;1
5638;5638;711824358;4524;0.747;0.667;70;0;0
5639;5639;789990333;4469;0.807;0.778;80;722;0
5640;5640;721332033;4411;0.565;0.763;67;892;0
5641;5641;709612983;2265;0.488;0.414;41;1828;1
5642;5642;771058908;4563;1.0;0.756;72;2455;0
5643;5643;715471833;4525;0.479;0.763;67;0;0
5644;5644;711781233;5221;0.8;0.891;87;0;0
5645;5645;713947908;4426;0.605;0.784;91;0;0
5646;5646;709741608;3739;0.651;0.963;53;0;0
5647;5647;709333608;4983;0.811;0.867;84;1345;0
5648;5648;709688883;2174;0.595;0.393;39;0;1
5649;5649;716269308;4192;0.661;0.731;90;1362;0
5650;5650;708692583;2312;0.671;0.467;44;168;1
5651;5651;709892658;4495;0.95;0.718;67;1300;0
5652;5652;713815383;2147;0.603;0.375;44;0;1
5653;5653;710183283;5032;0.834;0.68;84;0;0
5654;5654;711937158;4837;0.832;0.74;87;0;0
5655;5655;771486933;3942;1.114;0.826;84;2242;0
5656;5656;717450633;1920;0.408;0.345;39;1544;1
5657;5657;718421808;4611;0.853;0.698;73;1765;0
5658;5658;716403633;4467;0.622;1.029;69;1650;0
5659;5659;717646983;2720;0.877;0.71;53;424;1
5660;5660;778837083;2078;0.76;0.55;62;321;1
5661;5661;768632958;2508;0.904;0.885;49;1091;1
5662;5662;715622508;2094;0.712;0.231;32;0;1
5663;5663;708402333;4782;0.777;0.66;88;1313;0
5664;5664;708946008;2445;0.783;0.444;39;1214;1
5665;5665;715625658;4603;0.933;0.706;87;1492;0
5666;5666;789599283;3406;0.734;0.632;62;1448;0
5667;5667;708960858;4786;0.889;1.125;85;2066;0
5668;5668;814840833;2393;0.663;0.682;37;2517;1
5669;5669;772082208;4254;0.771;0.673;82;0;0
5670;5670;711597183;4571;0.97;0.846;72;0;0
5671;5671;712110333;2568;0.725;0.297;48;0;1
5672;5672;718673358;2137;0.728;0.486;52;1528;1
5673;5673;712479633;2428;0.561;0.593;43;0;1
5674;5674;716108283;4833;0.836;0.673;82;1579;0
5675;5675;779360808;4937;0.654;0.667;75;2032;0
5676;5676;716352033;4869;0.664;0.857;78;1035;0
5677;5677;716643033;2981;1.056;0.481;40;2137;1
5678;5678;711567333;4581;0.62;0.591;70;1720;0
5679;5679;788756133;4400;1.393;0.818;60;1508;0
5680;5680;755437533;5005;0.735;0.674;77;1273;0
5681;5681;713573508;1740;0.356;0.387;43;425;1
5682;5682;709430508;1849;0.563;0.471;50;1335;1
5683;5683;710645583;4349;0.771;0.705;75;1742;0
5684;5684;714253983;3675;0.657;1.107;59;0;0
5685;5685;771566208;4681;0.563;0.682;74;1318;0
5686;5686;713314533;1993;0.413;0.323;41;0;1
5687;5687;720725883;4177;0.704;0.659;68;1503;0
5688;5688;708539583;3979;0.672;0.5;63;2232;0
5689;5689;716747283;5059;0.819;0.681;79;1224;0
5690;5690;787519683;4727;0.804;0.66;78;2270;0
5691;5691;721044333;4905;0.797;0.75;91;761;0
5692;5692;713679633;1813;0.305;0.759;51;0;1
5693;5693;711126483;5136;0.897;0.9;76;599;0
5694;5694;814191333;2153;0.647;0.577;41;278;1
5695;5695;715040208;4115;0.693;0.6;72;871;0
5696;5696;710769258;3895;0.807;0.829;75;1513;0
5697;5697;715227633;4240;0.776;0.622;60;0;0
5698;5698;708635058;4798;0.695;0.809;85;886;0
5699;5699;709051533;4956;0.648;0.673;92;1569;0
5700;5700;718940208;3551;0.76;0.7;68;1841;0
5701;5701;712361583;3756;0.407;0.558;67;760;0
5702;5702;708390633;4219;0.674;0.605;69;2312;0
5703;5703;720281508;4625;0.606;0.685;91;1491;0
5704;5704;720885558;4885;0.727;1.114;74;2426;0
5705;5705;709781208;5409;0.892;0.822;82;0;0
5706;5706;710086308;4680;0.559;0.933;87;1179;0
5707;5707;713282733;4341;0.514;0.684;64;1730;0
5708;5708;815812683;5072;0.811;0.711;77;1433;0
5709;5709;708204033;4132;0.522;0.667;70;2093;0
5710;5710;720040158;4633;0.727;0.868;71;0;0
5711;5711;755996583;2574;0.823;0.654;43;0;1
5712;5712;711359058;4622;0.61;0.614;71;1711;0
5713;5713;714064908;4813;0.911;0.867;84;1289;0
5714;5714;717074283;2566;0.788;0.815;49;0;1
5715;5715;765847383;4425;0.769;0.696;78;0;0
5716;5716;789531633;5218;0.592;0.6;88;777;0
5717;5717;820593033;4496;0.762;0.882;64;1736;0
5718;5718;710078358;4095;0.988;0.63;88;1291;0
5719;5719;715025208;4168;1.01;0.853;63;1778;0
5720;5720;709596783;4444;0.731;0.857;78;0;0
5721;5721;715960308;2016;0.562;0.69;49;2517;1
5722;5722;716653758;4226;0.739;0.85;74;0;0
5723;5723;787268733;4535;0.631;0.809;85;1507;0
5724;5724;789923058;2474;0.884;0.692;44;0;1
5725;5725;771079833;4332;0.845;0.696;78;0;0
5726;5726;710507733;4038;0.686;0.511;68;1644;0
5727;5727;779269158;2237;0.653;0.393;39;0;1
5728;5728;711627558;3968;0.877;0.698;73;912;0
5729;5729;710536983;4423;0.853;0.675;67;2517;0
5730;5730;712237458;3752;0.912;0.902;78;802;0
5731;5731;778289883;2528;0.806;0.64;41;0;1
5732;5732;714154533;4478;0.753;0.697;56;1994;0
5733;5733;803657133;4757;0.779;0.923;75;1408;0
5734;5734;769053033;2104;0.809;0.833;44;2517;1
5735;5735;713613258;4461;0.746;0.821;71;0;0
5736;5736;768544833;4531;0.593;0.54;77;1414;0
5737;5737;720782658;5079;0.733;0.905;80;1749;0
5738;5738;768162108;2451;0.788;0.667;50;0;1
5739;5739;710511858;4741;0.851;0.76;88;1439;0
5740;5740;714516033;4412;0.568;0.706;87;1005;0
5741;5741;788630958;3264;0.638;0.396;67;0;0
5742;5742;717646008;4338;1.027;0.675;67;0;0
5743;5743;712290258;4056;0.844;0.811;67;1840;0
5744;5744;716292033;4815;0.568;0.787;84;0;0
5745;5745;780372408;4317;0.985;0.568;69;866;0
5746;5746;720853158;4576;0.932;0.591;70;1607;0
5747;5747;823507833;4510;0.557;0.646;79;945;0
5748;5748;711111633;3844;0.704;1.083;75;0;0
5749;5749;709904508;4190;1.092;0.732;71;1644;0
5750;5750;712022883;4555;0.712;1.0;82;919;0
5751;5751;712173108;4228;0.719;0.708;82;1991;0
5752;5752;714156633;4533;0.897;0.795;79;0;0
5753;5753;714581358;2204;0.529;0.44;36;0;1
5754;5754;713256033;3955;0.659;0.574;74;1604;0
5755;5755;825831933;4528;0.812;0.884;81;1103;0
5756;5756;720274158;3879;0.655;1.235;76;1700;0
5757;5757;772394883;2869;0.768;0.433;43;0;1
5758;5758;794253108;3851;0.75;1.0;78;0;0
5759;5759;720899883;3770;0.736;0.864;82;0;0
5760;5760;714313608;4356;1.076;0.682;74;1886;0
5761;5761;716602683;5092;0.83;0.707;70;2082;0
5762;5762;715928808;4580;0.593;1.419;75;1218;0
5763;5763;771899433;1263;0.406;0.35;27;2434;1
5764;5764;714771708;4281;0.837;0.643;69;0;0
5765;5765;709711758;1853;0.366;0.107;31;0;1
5766;5766;721137558;2011;0.461;0.273;42;894;1
5767;5767;820268358;4534;0.734;1.027;75;1462;0
5768;5768;709273383;4136;0.806;1.2;77;696;0
5769;5769;822959133;4508;0.636;1.075;83;2084;0
5770;5770;720491958;4302;0.734;0.762;74;0;0
5771;5771;713607108;4486;0.795;0.848;61;1428;0
5772;5772;709729533;2169;0.703;0.485;49;457;1
5773;5773;717890583;4671;0.866;0.632;93;1572;0
5774;5774;718384233;4258;0.723;0.657;58;868;0
5775;5775;713401758;4897;0.678;0.562;75;1458;0
5776;5776;773257233;3534;0.553;0.591;70;1457;0
5777;5777;713556033;3959;0.615;0.735;59;790;0
5778;5778;719265108;4430;0.852;0.741;94;1190;0
5779;5779;778740708;4203;0.534;0.725;69;962;0
5780;5780;710952933;4226;0.821;1.143;75;1254;0
5781;5781;720991833;2603;0.842;0.606;53;2090;1
5782;5782;779954658;4714;0.846;0.745;82;0;0
5783;5783;714204108;3859;0.96;0.571;55;1492;0
5784;5784;805546308;4554;0.787;0.694;83;2517;0
5785;5785;716244933;4674;0.827;0.74;87;0;0
5786;5786;712018233;4697;0.602;0.808;94;2517;0
5787;5787;802878408;4116;0.689;0.571;88;0;0
5788;5788;719504433;3434;0.838;0.479;71;1695;0
5789;5789;794558658;4783;0.766;0.792;86;1430;0
5790;5790;711634008;4591;0.859;1.188;70;0;0
5791;5791;708260208;4321;0.562;0.689;76;1279;0
5792;5792;713435058;4715;0.69;0.65;66;1489;0
5793;5793;719656533;4149;0.7;0.717;79;0;0
5794;5794;719709558;4518;0.681;0.795;79;2126;0
5795;5795;710311233;4498;0.557;0.623;86;0;0
5796;5796;719216508;4960;0.985;0.75;77;2517;0
5797;5797;713105508;3754;0.764;1.038;53;2040;0
5798;5798;710719683;4460;0.731;0.692;88;845;0
5799;5799;817892208;4006;1.126;0.946;72;0;0
5800;5800;714102183;1872;0.28;0.206;41;2282;1
5801;5801;715410783;2400;0.758;0.789;34;572;1
5802;5802;718202658;5265;0.749;0.581;98;795;0
5803;5803;719445633;4919;0.829;1.091;69;0;0
5804;5804;709820658;3785;0.678;0.6;64;1170;0
5805;5805;718481283;5210;0.539;0.553;73;1114;0
5806;5806;789300408;4293;0.842;0.812;87;700;0
5807;5807;711970533;4365;0.756;0.732;71;1349;0
5808;5808;815088483;3864;0.641;0.684;64;1156;0
5809;5809;717139608;4635;0.717;0.711;65;1817;0
5810;5810;717626508;5495;0.653;0.642;87;0;0
5811;5811;767668908;1552;0.432;0.185;32;1836;1
5812;5812;712484733;4674;0.812;0.848;85;2517;0
5813;5813;716216958;4386;0.688;0.537;63;883;0
5814;5814;714246333;2107;0.493;0.393;39;1803;1
5815;5815;718693683;3918;0.84;0.51;74;2205;0
5816;5816;716298633;5774;0.859;0.909;84;1792;0
5817;5817;755661933;2434;0.736;0.406;45;671;1
5818;5818;712914783;4743;0.61;0.822;82;0;0
5819;5819;711240108;4800;0.735;0.605;61;1225;0
5820;5820;721396758;5062;0.692;0.818;80;606;0
5821;5821;715636533;4833;0.886;0.521;73;0;0
5822;5822;711508608;4351;0.663;0.721;74;1482;0
5823;5823;716669658;2760;1.043;0.652;38;1608;1
5824;5824;718212633;3635;0.858;0.58;79;2232;0
5825;5825;708357183;3511;1.001;0.882;64;0;0
5826;5826;713629533;4321;0.909;0.804;83;670;0
5827;5827;771450708;4363;0.591;0.973;73;1913;0
5828;5828;711311883;3299;0.57;0.853;63;0;0
5829;5829;802673508;2460;0.726;0.56;39;0;1
5830;5830;708113208;4375;0.641;0.605;69;0;0
5831;5831;788786208;4725;0.582;0.735;85;1794;0
5832;5832;720043533;4211;0.84;0.61;66;917;0
5833;5833;801083133;3691;0.638;0.917;69;1446;0
5834;5834;716246733;4681;0.698;0.868;71;1528;0
5835;5835;807157833;4284;1.12;0.587;73;1272;0
5836;5836;721032633;2590;0.724;0.667;50;1999;1
5837;5837;828285858;4053;0.644;0.692;66;765;0
5838;5838;718890933;2429;0.68;0.652;38;0;1
5839;5839;711148308;4173;0.694;0.711;77;1285;0
5840;5840;712810233;4258;0.644;0.538;80;1674;0
5841;5841;714098883;4773;0.841;0.818;80;1613;0
5842;5842;779327733;3861;0.956;0.558;81;1014;0
5843;5843;716364408;4155;0.622;0.632;62;0;0
5844;5844;710461083;4333;0.622;0.826;84;0;0
5845;5845;709306983;4721;0.907;0.8;81;1023;0
5846;5846;769035933;3507;0.646;0.511;68;1316;0
5847;5847;813182658;4408;0.898;0.681;79;929;0
5848;5848;781110408;5048;0.765;0.923;75;0;0
5849;5849;818007783;4683;0.657;0.618;89;1590;0
5850;5850;708862233;5161;1.121;0.766;83;0;0
5851;5851;714006333;2289;0.525;0.414;41;528;1
5852;5852;770596458;2362;0.87;0.444;39;2262;1
5853;5853;789392883;4650;0.67;0.614;71;1247;0
5854;5854;803805483;4697;0.777;0.523;67;0;0
5855;5855;709534083;1844;0.466;0.64;41;0;1
5856;5856;710579583;4420;0.889;0.72;86;983;0
5857;5857;708949908;2073;0.626;0.833;44;0;1
5858;5858;711907083;2950;0.505;0.684;64;1034;0
5859;5859;718696458;3822;0.668;0.659;68;1230;0
5860;5860;710611683;4279;0.609;0.627;83;1807;0
5861;5861;721511883;4981;0.685;0.975;79;0;0
5862;5862;779116158;4331;0.636;0.7;85;868;0
5863;5863;720193533;3358;0.667;0.722;62;1043;0
5864;5864;753094533;3531;0.496;0.738;73;0;0
5865;5865;719545983;4798;0.87;0.822;82;0;0
5866;5866;716494383;4399;0.62;0.733;78;931;0
5867;5867;769892058;4564;0.449;0.548;65;2126;0
5868;5868;709098108;4749;0.736;0.778;80;0;0
5869;5869;715705683;4578;0.984;0.892;70;1101;0
5870;5870;715724808;4370;0.716;0.886;83;2138;0
5871;5871;717123858;4045;0.828;1.067;62;1617;0
5872;5872;716236683;4143;0.581;1.029;71;1487;0
5873;5873;771224358;4030;0.823;0.733;78;0;0
5874;5874;779310033;1788;0.183;0.091;36;0;1
5875;5875;710595783;4659;0.915;0.854;76;2082;0
5876;5876;711409833;4838;0.724;0.972;71;650;0
5877;5877;721174008;4495;0.377;0.674;77;2170;0
5878;5878;714192933;1976;0.251;0.257;44;0;1
5879;5879;709632483;4457;0.541;0.714;84;906;0
5880;5880;718431258;3662;0.892;0.644;74;1503;0
5881;5881;817029108;3804;0.955;0.861;67;1611;0
5882;5882;796931508;2593;0.73;0.548;48;0;1
5883;5883;769577358;4358;0.67;0.648;89;1761;0
5884;5884;815589558;4097;0.727;0.707;70;1478;0
5885;5885;714287583;1852;0.372;0.31;38;0;1
5886;5886;718975083;2133;0.547;0.419;44;0;1
5887;5887;715315008;3870;0.78;0.707;70;1555;0
5888;5888;779252283;5201;0.844;0.907;82;2411;0
5889;5889;714031083;1935;0.413;0.429;40;0;1
5890;5890;772442883;2443;0.882;0.583;38;696;1
5891;5891;714533058;4606;0.601;0.955;86;721;0
5892;5892;716570958;2351;0.799;0.3;39;511;1
5893;5893;710116833;2748;1.01;0.333;40;0;1
5894;5894;718586133;4892;0.892;0.771;85;0;0
5895;5895;773322558;3964;0.533;0.5;69;1566;0
5896;5896;714554808;4802;0.866;0.685;91;1362;0
5897;5897;717903108;4689;0.865;0.477;65;488;0
5898;5898;815908908;2613;0.857;0.724;50;2517;1
5899;5899;771464808;4161;0.925;1.219;71;1301;0
5900;5900;708234558;4540;0.658;0.587;73;1340;0
5901;5901;715737258;4917;1.06;0.75;84;0;0
5902;5902;710188308;4927;0.767;0.738;73;1148;0
5903;5903;708670608;5125;0.696;0.771;85;2200;0
5904;5904;714839808;4317;0.746;0.778;64;1176;0
5905;5905;811140933;5219;0.876;0.75;63;1786;0
5906;5906;788937933;3566;0.463;0.884;81;1356;0
5907;5907;721527858;2343;0.855;0.355;42;1735;1
5908;5908;718265658;4130;0.811;1.162;80;1499;0
5909;5909;714312708;4493;0.825;0.659;68;2517;0
5910;5910;715821183;4083;0.599;0.744;68;0;0
5911;5911;709487058;3723;0.699;0.867;56;1132;0
5912;5912;712675158;4160;1.268;0.667;75;1676;0
5913;5913;826473858;4820;0.78;0.765;60;1680;0
5914;5914;817382958;4894;0.57;0.854;89;0;0
5915;5915;712927383;1939;0.405;0.4;49;642;1
5916;5916;712894308;4345;0.717;0.786;75;0;0
5917;5917;712349808;4176;0.801;0.767;76;670;0
5918;5918;778780008;4164;0.585;0.61;66;1249;0
5919;5919;711430908;2153;0.685;0.346;35;0;1
5920;5920;779670783;4700;0.715;0.511;71;0;0
5921;5921;718757808;3875;0.497;0.595;67;1287;0
5922;5922;779530908;1897;0.5;0.706;58;0;1
5923;5923;716389833;4099;0.521;0.721;74;1026;0
5924;5924;718469658;4094;0.521;0.771;85;996;0
5925;5925;809849358;2719;0.707;0.44;36;0;1
5926;5926;719772258;4517;0.68;0.837;79;724;0
5927;5927;809363958;4177;0.601;0.737;66;0;0
5928;5928;709165533;4330;0.866;0.895;72;1151;0
5929;5929;809846283;4154;0.72;0.814;78;0;0
5930;5930;708427908;4643;0.835;0.686;86;1343;0
5931;5931;721228308;2182;0.718;0.429;40;0;1
5932;5932;713374533;3913;0.584;0.731;90;1082;0
5933;5933;708708858;2548;0.997;0.484;46;502;1
5934;5934;721111233;4853;0.954;0.848;85;800;0
5935;5935;708538608;4058;0.578;0.723;81;0;0
5936;5936;718866633;4347;0.846;0.575;63;0;0
5937;5937;719100633;3564;0.688;0.825;73;1436;0
5938;5938;789328083;2826;0.862;0.625;39;0;1
5939;5939;822905058;4702;1.028;0.771;85;1746;0
5940;5940;816549933;4342;0.721;0.783;82;992;0
5941;5941;716421633;3174;0.973;0.222;44;0;1
5942;5942;712667958;3732;0.977;0.972;71;2024;0
5943;5943;809559933;2526;0.886;0.414;41;706;1
5944;5944;819979458;4419;0.931;0.829;75;1789;0
5945;5945;708100533;4943;0.736;0.735;85;2277;0
5946;5946;778669608;5172;1.114;0.733;78;0;0
5947;5947;802867683;4133;0.604;0.529;78;728;0
5948;5948;711893358;4087;0.641;0.833;66;1196;0
5949;5949;785410158;4172;0.794;0.97;65;0;0
5950;5950;718596858;5220;0.825;0.592;78;2424;0
5951;5951;708338958;3797;0.609;0.786;75;1713;0
5952;5952;714688833;4892;0.728;0.827;95;0;0
5953;5953;789662283;2915;0.765;0.316;50;0;1
5954;5954;712805658;4803;0.617;0.714;72;0;0
5955;5955;815598858;4035;0.503;0.805;74;1779;0
5956;5956;779412783;4301;0.788;1.026;79;1969;0
5957;5957;780036483;3928;0.667;0.643;69;1459;0
5958;5958;711527508;1794;0.358;0.292;31;0;1
5959;5959;720768258;4724;0.503;0.737;66;2147;0
5960;5960;716023533;4334;0.719;0.884;81;1996;0
5961;5961;714075708;4814;0.621;0.69;71;1426;0
5962;5962;787475433;4855;0.755;0.5;69;905;0
5963;5963;787505133;2595;0.713;0.361;49;1599;1
5964;5964;712241433;4247;0.629;0.714;84;1003;0
5965;5965;807990108;3197;0.668;0.564;61;0;0
5966;5966;719018208;2516;0.769;0.8;36;0;1
5967;5967;716641983;4835;0.968;0.826;84;753;0
5968;5968;708989358;4391;0.647;0.837;79;1587;0
5969;5969;708807483;3837;0.88;0.705;75;1259;0
5970;5970;715774833;3797;0.594;0.721;74;940;0
5971;5971;714733908;4537;0.974;1.273;75;1087;0
5972;5972;721067658;4051;0.705;0.761;81;642;0
5973;5973;788997408;4205;0.535;0.625;65;1917;0
5974;5974;719835033;4283;0.719;0.861;67;568;0
5975;5975;771854808;3915;0.533;0.65;66;1868;0
5976;5976;717299958;4185;0.785;0.784;66;1534;0
5977;5977;720778458;4960;0.684;0.565;97;1542;0
5978;5978;713019783;4081;0.863;0.8;72;1794;0
5979;5979;770968383;2022;0.616;0.733;52;825;1
5980;5980;709747308;4726;0.46;0.561;64;1344;0
5981;5981;801366783;4329;0.561;0.86;80;1772;0
5982;5982;798786333;3399;0.711;0.784;66;510;0
5983;5983;771723408;2645;0.69;0.622;60;0;1
5984;5984;715117008;4596;0.677;0.745;82;0;0
5985;5985;713944833;4561;0.509;0.368;78;766;0
5986;5986;713569158;2086;0.586;0.621;47;1474;1
5987;5987;713037333;3561;0.511;0.676;57;0;0
5988;5988;718267233;3828;0.625;1.321;65;1915;0
5989;5989;709736658;4446;0.858;0.72;86;759;0
5990;5990;710929233;4253;0.598;0.694;83;1559;0
5991;5991;714290583;4391;0.913;0.809;85;1400;0
5992;5992;717972408;3792;0.806;0.5;78;2016;0
5993;5993;718626033;2802;0.787;0.529;52;0;1
5994;5994;720008133;4121;0.58;0.729;83;727;0
5995;5995;710476908;4754;0.89;0.857;78;1066;0
5996;5996;709888383;4465;0.744;0.952;82;2453;0
5997;5997;788864508;4997;0.785;0.927;79;926;0
5998;5998;714010383;1895;0.531;0.4;42;0;1
5999;5999;719549508;4678;0.791;0.644;74;1686;0
6000;6000;718670808;4817;0.715;0.688;81;0;0
6001;6001;718211208;4109;0.577;0.5;69;1682;0
6002;6002;712578933;2500;0.763;0.517;44;0;1
6003;6003;709343433;3837;0.666;0.721;74;1826;0
6004;6004;767488908;4345;0.696;0.756;72;0;0
6005;6005;719531133;4384;0.8;0.86;80;0;0
6006;6006;719006508;4136;0.598;0.568;69;1913;0
6007;6007;721287183;4863;1.004;0.706;87;0;0
6008;6008;711144183;2618;0.563;0.45;29;1848;1
6009;6009;709080783;4723;0.953;0.625;78;0;0
6010;6010;710520408;4458;0.745;0.812;87;1194;0
6011;6011;785262333;2225;0.669;0.875;45;1960;1
6012;6012;716513358;4402;0.651;0.75;91;1802;0
6013;6013;719073483;2586;0.629;0.257;44;0;1
6014;6014;715372083;4796;0.66;0.635;85;0;0
6015;6015;780034083;4604;0.763;0.72;86;0;0
6016;6016;794581533;3882;0.937;0.765;90;1380;0
6017;6017;710013258;4467;0.861;0.683;69;823;0
6018;6018;719084358;2312;0.878;0.609;37;0;1
6019;6019;789173958;4283;0.743;0.617;76;877;0
6020;6020;789575583;4437;0.795;0.882;64;1380;0
6021;6021;712434708;2682;0.705;0.516;47;2517;1
6022;6022;808675083;3862;1.079;0.949;76;1675;0
6023;6023;710864358;5074;0.651;0.688;81;0;0
6024;6024;712574583;5192;0.709;0.628;70;1322;0
6025;6025;708412758;2200;0.677;0.364;45;0;1
6026;6026;714389058;4322;0.686;0.809;85;0;0
6027;6027;715767033;4919;0.76;0.627;83;0;0
6028;6028;779281233;4353;0.643;0.667;80;1748;0
6029;6029;717147708;4250;0.792;0.929;81;1270;0
6030;6030;715029333;4459;0.831;0.756;72;0;0
6031;6031;806989008;4108;0.668;0.745;82;1157;0
6032;6032;713158083;2185;0.598;0.864;41;0;1
6033;6033;771037008;4245;0.917;1.0;76;0;0
6034;6034;710587458;4339;0.633;1.026;77;1612;0
6035;6035;710563458;4210;0.944;0.723;81;660;0
6036;6036;720010608;2243;0.614;0.571;44;0;1
6037;6037;710343783;4610;0.602;1.321;65;0;0
6038;6038;772578858;3848;0.796;0.692;66;2203;0
6039;6039;708559533;4442;0.706;0.844;83;584;0
6040;6040;711939558;2596;0.642;0.393;39;0;1
6041;6041;772143333;4569;0.64;0.881;79;1498;0
6042;6042;711067383;4167;0.676;0.644;74;0;0
6043;6043;817041408;4519;0.768;0.708;82;1549;0
6044;6044;771942333;3855;0.574;0.703;63;1309;0
6045;6045;755247108;4731;0.631;0.822;82;0;0
6046;6046;715710708;4583;0.681;0.52;76;747;0
6047;6047;713858733;4344;0.578;0.659;73;2164;0
6048;6048;717129333;4434;0.744;0.78;73;0;0
6049;6049;716924958;2288;0.735;0.778;48;1926;1
6050;6050;719614758;4984;0.801;1.083;75;1977;0
6051;6051;721537683;4002;0.577;0.763;67;1342;0
6052;6052;771500358;4093;0.671;0.826;84;1313;0
6053;6053;711531858;2132;0.449;0.37;37;1267;1
6054;6054;715060158;3853;0.504;0.617;76;1282;0
6055;6055;779725833;4946;0.925;0.698;73;1775;0
6056;6056;716592558;4501;0.766;0.7;68;1101;0
6057;6057;771020133;4440;0.79;0.756;79;1776;0
6058;6058;709153008;4683;0.744;0.689;76;2481;0
6059;6059;713394858;4581;0.626;0.622;60;0;0
6060;6060;721175283;4489;0.925;0.706;58;1410;0
6061;6061;715503558;4127;0.687;0.479;71;2417;0
6062;6062;819943458;1777;0.694;0.542;37;1000;1
6063;6063;717094758;4453;0.812;0.787;84;0;0
6064;6064;772073508;2740;0.824;0.343;47;0;1
6065;6065;721351983;2510;0.6;0.621;47;2517;1
6066;6066;714477408;2201;0.507;0.345;39;1340;1
6067;6067;718471758;3193;0.684;0.725;69;2051;0
6068;6068;711607833;4875;0.859;0.764;97;2384;0
6069;6069;708621408;4173;0.799;0.64;82;0;0
6070;6070;719277033;4558;0.586;0.676;62;708;0
6071;6071;813905508;3735;0.63;0.659;73;1188;0
6072;6072;719761458;4329;0.695;0.694;61;1626;0
6073;6073;708222558;4191;0.682;0.833;77;1513;0
6074;6074;713937558;4318;0.738;0.762;74;0;0
6075;6075;709603608;4634;0.678;0.643;69;1643;0
